Country;Continent;Sub Region;Year;GDP per Capita (Grouped);Life Expectancy (Grouped);C02 Emissions per Person (Tonnes);Child Mortality Rate (per 1000 births);GDP per Capita;Life Expectancy;Population Total
New Zealand;Oceania;Australia and New Zealand;1961;>= 5000 and <20000;>60;4,85;26,8;16700;71,2;2420000
Nicaragua;Americas;Central America;1961;<5000;>=50 and <= 60;0,307;196;4450;51,5;1830000
Niger;Africa;Western Africa;1961;<5000;>=40 and < 50;0,0158;318;1220;42,1;3490000
Nigeria;Africa;Western Africa;1961;<5000;>=40 and < 50;0,0893;333;3560;49,8;46100000
Norway;Europe;Northern Europe;1961;>= 5000 and <20000;>60;3,7;22;16300;73,5;3610000
Oman;Asia;Western Asia;1961;<5000;>=40 and < 50;;363;4610;43,8;565000
Pakistan;Asia;Southern Asia;1961;<5000;>=50 and <= 60;0,269;251;1250;50,1;46100000
Panama;Americas;Central America;1961;<5000;>60;0,946;87,9;4390;63,7;1170000
Papua New Guinea;Oceania;Melanesia;1961;<5000;>=40 and < 50;0,0983;193;1140;45,2;2300000
Paraguay;Americas;South America;1961;<5000;>60;0,186;82,4;3000;67,7;1950000
Peru;Americas;South America;1961;>= 5000 and <20000;>=40 and < 50;0,835;220;5670;43,4;10400000
Philippines;Asia;South-Eastern Asia;1961;<5000;>60;0,321;101;2660;60,1;27200000
Poland;Europe;Eastern Europe;1961;>= 5000 and <20000;>60;6,91;59,5;6740;68;30000000
Portugal;Europe;Southern Europe;1961;>= 5000 and <20000;>60;1,02;110;5770;63,1;8870000
Qatar;Asia;Western Asia;1961;>= 5000 and <20000;>60;3,14;126;19500;61,1;51400
Romania;Europe;Eastern Europe;1961;>= 5000 and <20000;>60;2,97;73;6440;66,7;18800000
Rwanda;Africa;Eastern Africa;1961;<5000;>=40 and < 50;;217;605;44,5;3000000
Samoa;Oceania;Polynesia;1961;<5000;>=50 and <= 60;0,164;131;3380;58,9;112000
Sao Tome and Principe;Africa;Middle Africa;1961;<5000;>=50 and <= 60;0,17;133;1330;53,1;64600
Saudi Arabia;Asia;Western Asia;1961;>= 5000 and <20000;>=50 and <= 60;0,847;236;11900;55,6;4220000
Senegal;Africa;Western Africa;1961;<5000;>=40 and < 50;0,247;299;2070;45,8;3300000
Serbia;Europe;Southern Europe;1961;>= 5000 and <20000;>60;;104;7180;65,4;7610000
Seychelles;Africa;Eastern Africa;1961;>= 5000 and <20000;>60;;99,8;5540;61,5;42500
Sierra Leone;Africa;Western Africa;1961;<5000;0-40;0,124;388;1280;39,4;2350000
Singapore;Asia;South-Eastern Asia;1961;>= 5000 and <20000;>60;1,24;43,8;5520;66,4;1690000
Slovenia;Europe;Southern Europe;1961;>= 5000 and <20000;>60;;23,4;8450;67,6;1600000
Solomon Islands;Oceania;Melanesia;1961;<5000;>=50 and <= 60;0,121;185;1130;50;121000
Somalia;Africa;Eastern Africa;1961;<5000;>=40 and < 50;0,0313;267;1240;44,7;2810000
South Africa;Africa;Southern Africa;1961;>= 5000 and <20000;>=50 and <= 60;5,7;180;7950;53,2;17500000
South Sudan;Africa;Eastern Africa;1961;<5000;>=40 and < 50;;354;2390;42,9;2900000
Spain;Europe;Southern Europe;1961;>= 5000 and <20000;>60;1,74;43;6440;69,4;30700000
Sri Lanka;Asia;Southern Asia;1961;<5000;>60;0,231;95,3;1870;60,4;10100000
Sudan;Africa;Northern Africa;1961;<5000;>=40 and < 50;0,178;174;2220;48,9;7770000
Suriname;Americas;South America;1961;>= 5000 and <20000;>60;1,44;90,5;7110;61,2;296000
Swaziland;Africa;Southern Africa;1961;<5000;>=40 and < 50;0,0103;207;2120;47,3;343000
Sweden;Europe;Northern Europe;1961;>= 5000 and <20000;>60;6,49;19,2;16000;73,4;7530000
Switzerland;Europe;Western Europe;1961;>= 20000 and <40000;>60;3,78;26;29000;71,6;5380000
Tajikistan;Asia;Central Asia;1961;<5000;>=50 and <= 60;1,51;185;3500;53,3;2160000
Thailand;Asia;South-Eastern Asia;1961;<5000;>=50 and <= 60;0,147;142;1570;58,2;28200000
Timor-Leste;Asia;South-Eastern Asia;1961;<5000;0-40;;319;720;37,6;483000
Togo;Africa;Western Africa;1961;<5000;>=40 and < 50;0,0574;267;1290;45,2;1600000
Tonga;Oceania;Polynesia;1961;<5000;>60;0,173;89,5;1560;62,3;63700
Trinidad and Tobago;Americas;Caribbean;1961;>= 5000 and <20000;>60;5,32;65,3;8230;63,6;865000
Tunisia;Africa;Northern Africa;1961;<5000;>=40 and < 50;0,417;276;2340;47,5;4240000
Turkey;Asia;Western Asia;1961;<5000;>=40 and < 50;0,617;249;4880;49,9;28100000
Turkmenistan;Asia;Central Asia;1961;>= 5000 and <20000;>=50 and <= 60;8,9;184;7300;52,7;1660000
Uganda;Africa;Eastern Africa;1961;<5000;>=40 and < 50;0,0581;219;849;45,8;6980000
Ukraine;Europe;Eastern Europe;1961;>= 5000 and <20000;>60;6,53;52,1;5750;69,7;43200000
United Arab Emirates;Asia;Western Asia;1961;<5000;>=50 and <= 60;0,109;194;1980;56,1;101000
Uruguay;Americas;South America;1961;>= 5000 and <20000;>60;1,6;62,6;8070;68;2570000
Uzbekistan;Asia;Central Asia;1961;<5000;>=50 and <= 60;5,65;165;2450;59,7;8810000
Vanuatu;Oceania;Melanesia;1961;<5000;>=50 and <= 60;;150;1490;50,8;65700
Yemen;Asia;Western Asia;1961;<5000;0-40;0,507;412;1420;33,9;5390000
Zambia;Africa;Eastern Africa;1961;<5000;>=50 and <= 60;;202;3050;51,1;3160000
Zimbabwe;Africa;Eastern Africa;1961;<5000;>=50 and <= 60;;146;2050;54,3;3910000
Afghanistan;Asia;Southern Asia;1962;<5000;>=40 and < 50;0,0738;352;1200;40,1;9350000
Albania;Europe;Southern Europe;1962;<5000;>60;1,42;173;2910;64,6;1740000
Algeria;Africa;Northern Africa;1962;<5000;>=50 and <= 60;0,485;245;4520;53,2;11600000
Andorra;Europe;Southern Europe;1962;>= 5000 and <20000;;;;17800;;15400
Angola;Africa;Middle Africa;1962;<5000;>=40 and < 50;0,201;299;4130;43,6;5610000
Antigua and Barbuda;Americas;Caribbean;1962;<5000;>60;1,8;89,7;4640;63,8;55800
Argentina;Americas;South America;1962;>= 5000 and <20000;>60;2,52;64,9;9190;64,3;21200000
Armenia;Asia;Western Asia;1962;<5000;>60;1,36;112;2640;62,7;2010000
Australia;Oceania;Australia and New Zealand;1962;>= 5000 and <20000;>60;8,88;23,7;14700;71,3;10600000
Austria;Europe;Western Europe;1962;>= 5000 and <20000;>60;4,74;37,9;12900;69,5;7160000
Azerbaijan;Asia;Western Asia;1962;>= 5000 and <20000;>=50 and <= 60;6,32;123;5350;58,5;4170000
Bahamas;Americas;Caribbean;1962;>= 5000 and <20000;>60;6;36,6;16400;62,6;121000
Bahrain;Asia;Western Asia;1962;>= 20000 and <40000;>=50 and <= 60;9,19;167;23500;55,6;173000
Bangladesh;Asia;Southern Asia;1962;<5000;>=40 and < 50;0,0494;250;1070;44,9;50800000
Barbados;Americas;Caribbean;1962;>= 5000 and <20000;>60;1,12;73,1;5830;65,6;233000
Belarus;Europe;Eastern Europe;1962;<5000;>60;4,92;38;4150;70;8280000
Belgium;Europe;Western Europe;1962;>= 5000 and <20000;>60;10,6;31,2;13700;70,2;9280000
Belize;Americas;Central America;1962;<5000;>60;0,715;128;2060;61,9;97400
Benin;Africa;Western Africa;1962;<5000;>=40 and < 50;0,0542;308;1130;42,2;2500000
Bhutan;Asia;Southern Asia;1962;<5000;>=40 and < 50;;333;972;42,9;235000
Bosnia and Herzegovina;Europe;Southern Europe;1962;<5000;>60;;111;1790;61,9;3350000
Botswana;Africa;Southern Africa;1962;<5000;>=50 and <= 60;;158;1000;52,9;524000
Brazil;Americas;South America;1962;<5000;>=50 and <= 60;0,701;162;4830;57,9;76500000
Bulgaria;Europe;Eastern Europe;1962;>= 5000 and <20000;>60;3,83;43;5490;69,3;8020000
Burkina Faso;Africa;Western Africa;1962;<5000;0-40;0,017;336;717;39,8;4960000
Burundi;Africa;Eastern Africa;1962;<5000;>=40 and < 50;0,0152;246;580;42,7;2910000
Cambodia;Asia;South-Eastern Asia;1962;<5000;>=40 and < 50;0,0511;247;1570;44,3;6030000
Cameroon;Africa;Middle Africa;1962;<5000;>=40 and < 50;0,0537;267;1870;47,2;5400000
Canada;Americas;Northern America;1962;>= 5000 and <20000;>60;11,1;30,5;15300;71,4;18600000
Central African Republic;Africa;Middle Africa;1962;<5000;>=40 and < 50;0,0471;270;1380;42,5;1550000
Chad;Africa;Middle Africa;1962;<5000;>=40 and < 50;0,027;284;1520;45,3;3120000
Chile;Americas;South America;1962;>= 5000 and <20000;>=50 and <= 60;2,07;142;6210;59;8480000
China;Asia;Eastern Asia;1962;<5000;>=40 and < 50;0,648;168;569;43,5;682000000
Colombia;Americas;South America;1962;<5000;>60;1,11;127;3590;62,2;17100000
Comoros;Africa;Eastern Africa;1962;<5000;>=40 and < 50;0,0558;300;1080;47,1;197000
Costa Rica;Americas;Central America;1962;<5000;>60;0,384;100;4380;64,6;1430000
Croatia;Europe;Southern Europe;1962;>= 5000 and <20000;>60;;59,7;8020;65,1;4250000
Cuba;Americas;Caribbean;1962;>= 5000 and <20000;>60;1,9;50,5;9490;67;7450000
Cyprus;Asia;Western Asia;1962;>= 5000 and <20000;>60;1,57;52;5980;68,3;578000
Czech Republic;Europe;Eastern Europe;1962;>= 5000 and <20000;>60;11,8;30,1;12400;70;9690000
Denmark;Europe;Northern Europe;1962;>= 5000 and <20000;>60;7,94;23,8;17000;72,3;4650000
Djibouti;Africa;Eastern Africa;1962;<5000;>=50 and <= 60;0,506;242;3740;53,8;94200
Dominica;Americas;Caribbean;1962;<5000;;0,177;117;2470;;62000
Dominican Republic;Americas;Caribbean;1962;<5000;>=50 and <= 60;0,353;144;2850;58,7;3520000
Ecuador;Americas;South America;1962;<5000;>=50 and <= 60;0,325;168;4570;59;4810000
Egypt;Africa;Northern Africa;1962;<5000;>=40 and < 50;0,652;293;2080;48,6;28100000
El Salvador;Americas;Central America;1962;<5000;>=50 and <= 60;0,222;179;4340;54,7;2930000
Equatorial Guinea;Africa;Middle Africa;1962;<5000;>=40 and < 50;0,0838;300;782;41,2;262000
Eritrea;Africa;Eastern Africa;1962;<5000;>=40 and < 50;;268;948;42;1060000
Estonia;Europe;Northern Europe;1962;>= 5000 and <20000;>60;;35,9;7580;69,7;1250000
Ethiopia;Africa;Eastern Africa;1962;<5000;>=40 and < 50;0,017;263;678;40,4;23200000
Fiji;Oceania;Melanesia;1962;<5000;>60;0,548;71,2;3590;60,8;422000
Finland;Europe;Northern Europe;1962;>= 5000 and <20000;>60;3,74;23,8;11600;68,5;4500000
France;Europe;Western Europe;1962;>= 5000 and <20000;>60;6,34;25,7;12800;70,8;46900000
Gabon;Africa;Middle Africa;1962;<5000;>=40 and < 50;0,173;222;1880;44,7;511000
Gambia;Africa;Western Africa;1962;<5000;>=40 and < 50;0,0669;348;1300;46,3;380000
Georgia;Asia;Western Asia;1962;<5000;>60;1,73;82,6;3440;61,7;4150000
Germany;Europe;Western Europe;1962;>= 5000 and <20000;>60;11,9;36,4;15800;69,9;74500000
Ghana;Africa;Western Africa;1962;<5000;>=50 and <= 60;0,202;205;2320;51,8;7070000
Greece;Europe;Southern Europe;1962;>= 5000 and <20000;>60;1,22;44;6840;71,2;8350000
Grenada;Americas;Caribbean;1962;<5000;>60;0,278;71,1;2170;64;92500
Guatemala;Americas;Central America;1962;<5000;>=40 and < 50;0,31;211;3360;45,7;4460000
Guinea;Africa;Western Africa;1962;<5000;>=40 and < 50;0,179;347;891;42,8;3610000
Guinea-Bissau;Africa;Western Africa;1962;<5000;0-40;0,064;313;1310;39,3;629000
Guyana;Americas;South America;1962;<5000;>=50 and <= 60;1,12;85,1;3120;59,7;606000
Haiti;Americas;Caribbean;1962;<5000;>=40 and < 50;0,0757;277;2320;42;4020000
Honduras;Americas;Central America;1962;<5000;>=50 and <= 60;0,325;197;2540;51,6;2160000
Hungary;Europe;Eastern Europe;1962;>= 5000 and <20000;>60;5,02;49,4;10000;67,9;10100000
Iceland;Europe;Northern Europe;1962;>= 5000 and <20000;>60;6,56;20,7;11600;73,8;183000
India;Asia;Southern Asia;1962;<5000;>=40 and < 50;0,307;238;1040;43;469000000
Indonesia;Asia;South-Eastern Asia;1962;<5000;>=40 and < 50;0,248;210;1790;47,5;92500000
Iraq;Asia;Western Asia;1962;>= 5000 and <20000;>=50 and <= 60;1,18;173;6710;52,3;7670000
Ireland;Europe;Northern Europe;1962;>= 5000 and <20000;>60;4,64;32,5;8460;70,2;2790000
Israel;Asia;Western Asia;1962;>= 5000 and <20000;>60;3,51;37,6;7910;67,9;2230000
Italy;Europe;Southern Europe;1962;>= 5000 and <20000;>60;2,9;47,6;11600;69,1;50400000
Jamaica;Americas;Caribbean;1962;>= 5000 and <20000;>60;1,26;77,2;5550;65,8;1680000
Japan;Asia;Eastern Asia;1962;>= 5000 and <20000;>60;3,07;32,9;5790;68,9;95500000
Jordan;Asia;Western Asia;1962;<5000;>=50 and <= 60;1,04;139;4560;55,9;1010000
Kazakhstan;Asia;Central Asia;1962;>= 5000 and <20000;>60;11,4;102;8910;60,4;10800000
Kenya;Africa;Eastern Africa;1962;<5000;>=50 and <= 60;0,304;183;1850;52,4;8650000
Kiribati;Oceania;Micronesia;1962;<5000;>=50 and <= 60;0,254;185;3020;50,8;43300
Kuwait;Asia;Western Asia;1962;>= 20000 and <40000;>60;42,2;127;23700;64,7;337000
Latvia;Europe;Northern Europe;1962;>= 5000 and <20000;>60;;36,5;5790;69,8;2190000
Lebanon;Asia;Western Asia;1962;>= 5000 and <20000;>60;1,48;72,9;9570;64,3;1930000
Lesotho;Africa;Southern Africa;1962;<5000;>=50 and <= 60;;190;636;53,6;869000
Liberia;Africa;Western Africa;1962;<5000;>=40 and < 50;0,216;315;1740;42,1;1170000
Libya;Africa;Northern Africa;1962;>= 5000 and <20000;>=50 and <= 60;0,676;244;16600;53,4;1550000
Lithuania;Europe;Northern Europe;1962;>= 5000 and <20000;>60;3,65;41,6;9530;69,4;2850000
Luxembourg;Europe;Western Europe;1962;>= 20000 and <40000;>60;36;32,7;23300;69,1;321000
Madagascar;Africa;Eastern Africa;1962;<5000;>=40 and < 50;0,074;230;2290;46;5350000
Malawi;Africa;Eastern Africa;1962;<5000;>=40 and < 50;;358;526;40,8;3840000
Malaysia;Asia;South-Eastern Asia;1962;<5000;>60;;81,2;3230;60,7;8690000
Maldives;Asia;Southern Asia;1962;<5000;0-40;;336;1140;33,4;94900
Mali;Africa;Western Africa;1962;<5000;0-40;0,0259;445;815;34,5;5380000
Malta;Europe;Southern Europe;1962;<5000;>60;1,05;37,8;2720;67,3;317000
Marshall Islands;Oceania;Micronesia;1962;<5000;;;118;1780;;15500
Mauritania;Africa;Western Africa;1962;<5000;>=40 and < 50;0,0686;238;1890;49,1;902000
Mauritius;Africa;Eastern Africa;1962;<5000;>=50 and <= 60;0,362;93,1;3240;58,6;698000
Mexico;Americas;Central America;1962;>= 5000 and <20000;>=50 and <= 60;1,57;139;6210;58,9;40200000
Mongolia;Asia;Eastern Asia;1962;<5000;>=40 and < 50;1,95;218;1290;49,5;1010000
Montenegro;Europe;Southern Europe;1962;>= 5000 and <20000;>60;;83,1;6930;67,5;510000
Morocco;Africa;Northern Africa;1962;<5000;>=50 and <= 60;0,235;227;2000;51,7;13100000
Mozambique;Africa;Eastern Africa;1962;<5000;>=40 and < 50;0,258;273;496;42,9;7510000
Myanmar;Asia;South-Eastern Asia;1962;<5000;>=40 and < 50;0,132;236;861;42,1;22700000
Namibia;Africa;Southern Africa;1962;>= 5000 and <20000;>=50 and <= 60;;110;5140;53;665000
Nepal;Asia;Southern Asia;1962;<5000;>=40 and < 50;0,00848;314;971;44,9;10400000
Netherlands;Europe;Western Europe;1962;>= 5000 and <20000;>60;7,08;19,7;13700;73,3;11800000
New Zealand;Oceania;Australia and New Zealand;1962;>= 5000 and <20000;>60;4,53;25,8;16700;71,4;2480000
Nicaragua;Americas;Central America;1962;<5000;>=50 and <= 60;0,35;194;4770;52,3;1890000
Niger;Africa;Western Africa;1962;<5000;>=40 and < 50;0,0184;317;1330;42,3;3590000
Nigeria;Africa;Western Africa;1962;<5000;>=50 and <= 60;0,0889;331;3590;50,5;47000000
Norway;Europe;Northern Europe;1962;>= 5000 and <20000;>60;3,87;21,5;16700;73,4;3640000
Oman;Asia;Western Asia;1962;>= 5000 and <20000;>=40 and < 50;;339;5430;44,6;579000
Pakistan;Asia;Southern Asia;1962;<5000;>=50 and <= 60;0,288;242;1310;51,1;47200000
Panama;Americas;Central America;1962;<5000;>60;0,991;85,3;4630;64,3;1200000
Papua New Guinea;Oceania;Melanesia;1962;<5000;>=40 and < 50;0,0945;187;1190;46;2340000
Paraguay;Americas;South America;1962;<5000;>60;0,196;81,7;3130;68;2010000
Peru;Americas;South America;1962;>= 5000 and <20000;>=40 and < 50;0,936;214;5900;43,8;10700000
Philippines;Asia;South-Eastern Asia;1962;<5000;>60;0,369;98,4;2710;60,4;28100000
Poland;Europe;Eastern Europe;1962;>= 5000 and <20000;>60;7,14;55,8;6590;67,6;30400000
Portugal;Europe;Southern Europe;1962;>= 5000 and <20000;>60;1,04;105;6160;64,6;8890000
Qatar;Asia;Western Asia;1962;>= 20000 and <40000;>60;3,39;114;24500;61,8;56300
Romania;Europe;Eastern Europe;1962;>= 5000 and <20000;>60;3,38;72;6650;67,3;18900000
Rwanda;Africa;Eastern Africa;1962;<5000;>=40 and < 50;0,0277;213;673;44,8;3050000
Samoa;Oceania;Polynesia;1962;<5000;>=50 and <= 60;0,158;127;3420;59,5;116000
Sao Tome and Principe;Africa;Middle Africa;1962;<5000;>=50 and <= 60;0,171;123;1420;53,7;64500
Saudi Arabia;Asia;Western Asia;1962;>= 5000 and <20000;>=50 and <= 60;1,43;229;13800;56,3;4360000
Senegal;Africa;Western Africa;1962;<5000;>=40 and < 50;0,24;299;2090;46;3390000
Serbia;Europe;Southern Europe;1962;>= 5000 and <20000;>60;;100;7220;66;7670000
Seychelles;Africa;Eastern Africa;1962;>= 5000 and <20000;>60;;97,8;5880;62,1;43500
Sierra Leone;Africa;Western Africa;1962;<5000;0-40;0,138;383;1310;39,8;2390000
Singapore;Asia;South-Eastern Asia;1962;>= 5000 and <20000;>60;1,48;40,6;5370;66,8;1740000
Slovenia;Europe;Southern Europe;1962;>= 5000 and <20000;>60;;23;8520;67,8;1610000
Solomon Islands;Oceania;Melanesia;1962;<5000;>=50 and <= 60;0,117;175;1150;50,5;125000
Somalia;Africa;Eastern Africa;1962;<5000;>=40 and < 50;0,037;264;1270;45,3;2870000
South Africa;Africa;Southern Africa;1962;>= 5000 and <20000;>=50 and <= 60;5,75;177;8130;53,6;18000000
South Sudan;Africa;Eastern Africa;1962;<5000;>=40 and < 50;;352;2500;43,6;2950000
Spain;Europe;Southern Europe;1962;>= 5000 and <20000;>60;1,93;40,2;7140;69,4;31100000
Sri Lanka;Asia;Southern Asia;1962;<5000;>60;0,248;91,5;1890;60,9;10400000
Sudan;Africa;Northern Africa;1962;<5000;>=40 and < 50;0,186;171;2320;49,3;8000000
Suriname;Americas;South America;1962;>= 5000 and <20000;>60;1,62;87,5;7270;61,5;304000
Swaziland;Africa;Southern Africa;1962;<5000;>=40 and < 50;;204;2510;47,7;350000
Sweden;Europe;Northern Europe;1962;>= 5000 and <20000;>60;6,77;18,6;16600;73,2;7580000
Switzerland;Europe;Western Europe;1962;>= 20000 and <40000;>60;4,39;25,4;29600;71,2;5490000
Tajikistan;Asia;Central Asia;1962;<5000;>=50 and <= 60;1,53;182;3530;53,6;2240000
Thailand;Asia;South-Eastern Asia;1962;<5000;>=50 and <= 60;0,173;137;1640;58,7;29100000
Timor-Leste;Asia;South-Eastern Asia;1962;<5000;0-40;;310;722;38,2;492000
Togo;Africa;Western Africa;1962;<5000;>=40 and < 50;0,0546;262;1300;45,9;1610000
Tonga;Oceania;Polynesia;1962;<5000;>60;0,166;85,5;1580;62,7;66200
Trinidad and Tobago;Americas;Caribbean;1962;>= 5000 and <20000;>60;8,23;63;8420;64,1;879000
Tunisia;Africa;Northern Africa;1962;<5000;>=40 and < 50;0,418;268;2250;48,3;4310000
Turkey;Asia;Western Asia;1962;>= 5000 and <20000;>=50 and <= 60;0,75;241;5050;50,8;28800000
Turkmenistan;Asia;Central Asia;1962;>= 5000 and <20000;>=50 and <= 60;9,03;181;7380;53,1;1720000
Uganda;Africa;Eastern Africa;1962;<5000;>=40 and < 50;0,0593;215;861;46,4;7220000
Ukraine;Europe;Eastern Europe;1962;>= 5000 and <20000;>60;6,76;50;5810;69,1;43800000
United Arab Emirates;Asia;Western Asia;1962;<5000;>=50 and <= 60;0,163;183;2220;57,2;112000
Uruguay;Americas;South America;1962;>= 5000 and <20000;>60;1,54;61;7730;68,2;2600000
Uzbekistan;Asia;Central Asia;1962;<5000;>60;5,74;163;2480;60,2;9110000
Vanuatu;Oceania;Melanesia;1962;<5000;>=50 and <= 60;0,595;145;1510;51,5;67800
Yemen;Asia;Western Asia;1962;<5000;0-40;0,726;408;1430;34,9;5470000
Zambia;Africa;Eastern Africa;1962;<5000;>=50 and <= 60;;198;2970;51,5;3260000
Zimbabwe;Africa;Eastern Africa;1962;<5000;>=50 and <= 60;;142;2030;54,6;4040000
Afghanistan;Asia;Southern Asia;1963;<5000;>=40 and < 50;0,0742;346;1190;40,8;9540000
Albania;Europe;Southern Europe;1963;<5000;>60;1,16;166;3010;65,3;1790000
Algeria;Africa;Northern Africa;1963;>= 5000 and <20000;>=50 and <= 60;0,453;246;5590;53,8;11900000
Andorra;Europe;Southern Europe;1963;>= 5000 and <20000;;;;19200;;16400
Angola;Africa;Middle Africa;1963;<5000;>=40 and < 50;0,193;295;4280;44,3;5680000
Antigua and Barbuda;Americas;Caribbean;1963;<5000;>60;1,45;86,1;4750;64,2;56700
Argentina;Americas;South America;1963;>= 5000 and <20000;>60;2,32;61,1;8820;64,3;21500000
Armenia;Asia;Western Asia;1963;<5000;>60;1,41;110;2540;63,1;2080000
Australia;Oceania;Australia and New Zealand;1963;>= 5000 and <20000;>60;9,27;23,2;15400;71,4;10800000
Austria;Europe;Western Europe;1963;>= 5000 and <20000;>60;5,13;35,9;13300;69,6;7210000
Azerbaijan;Asia;Western Asia;1963;>= 5000 and <20000;>=50 and <= 60;6,56;119;5160;58,9;4320000
Bahamas;Americas;Caribbean;1963;>= 5000 and <20000;>60;5,56;35,3;17200;62,9;127000
Bahrain;Asia;Western Asia;1963;>= 20000 and <40000;>=50 and <= 60;6,71;152;24100;57;178000
Bangladesh;Asia;Southern Asia;1963;<5000;>=40 and < 50;0,0551;244;1160;45,3;52200000
Barbados;Americas;Caribbean;1963;>= 5000 and <20000;>60;0,816;68,7;5510;66,1;234000
Belarus;Europe;Eastern Europe;1963;<5000;>60;5,23;34,9;3990;70,6;8350000
Belgium;Europe;Western Europe;1963;>= 5000 and <20000;>60;11,3;30;14100;70;9340000
Belize;Americas;Central America;1963;<5000;>60;0,622;124;2080;62,4;100000
Benin;Africa;Western Africa;1963;<5000;>=40 and < 50;0,0476;301;1160;42,8;2540000
Bhutan;Asia;Southern Asia;1963;<5000;>=40 and < 50;;327;983;43,4;241000
Bosnia and Herzegovina;Europe;Southern Europe;1963;<5000;>60;;104;1940;62,5;3420000
Botswana;Africa;Southern Africa;1963;<5000;>=50 and <= 60;;154;1020;53,3;536000
Brazil;Americas;South America;1963;<5000;>=50 and <= 60;0,705;158;4700;58,4;78800000
Bulgaria;Europe;Eastern Europe;1963;>= 5000 and <20000;>60;4,25;39,1;5700;70,1;8090000
Burkina Faso;Africa;Western Africa;1963;<5000;>=40 and < 50;0,0175;332;702;40,4;5030000
Burundi;Africa;Eastern Africa;1963;<5000;>=40 and < 50;0,0162;243;596;43;2960000
Cambodia;Asia;South-Eastern Asia;1963;<5000;>=40 and < 50;0,0629;243;1650;44,5;6180000
Cameroon;Africa;Middle Africa;1963;<5000;>=40 and < 50;0,0545;264;1910;47,7;5520000
Canada;Americas;Northern America;1963;>= 5000 and <20000;>60;11,1;29,4;15800;71,4;18900000
Central African Republic;Africa;Middle Africa;1963;<5000;>=40 and < 50;0,0462;265;1350;43;1580000
Chad;Africa;Middle Africa;1963;<5000;>=40 and < 50;0,0288;281;1470;45,7;3180000
Chile;Americas;South America;1963;>= 5000 and <20000;>=50 and <= 60;2,1;136;6450;59,5;8650000
China;Asia;Eastern Asia;1963;<5000;>=50 and <= 60;0,631;148;638;50,7;694000000
Colombia;Americas;South America;1963;<5000;>60;1,18;123;3590;62,7;17600000
Comoros;Africa;Eastern Africa;1963;<5000;>=40 and < 50;0,0549;288;1280;47,6;200000
Costa Rica;Americas;Central America;1963;<5000;>60;0,405;96,5;4600;65,2;1490000
Croatia;Europe;Southern Europe;1963;>= 5000 and <20000;>60;;55,6;8760;65,5;4280000
Cuba;Americas;Caribbean;1963;>= 5000 and <20000;>60;1,71;47;9460;67,6;7620000
Cyprus;Asia;Western Asia;1963;>= 5000 and <20000;>60;1,71;49,5;6220;68,5;578000
Czech Republic;Europe;Eastern Europe;1963;>= 5000 and <20000;>60;12,4;29,3;12100;70,5;9740000
Denmark;Europe;Northern Europe;1963;>= 5000 and <20000;>60;8,69;23;17000;72,4;4690000
Djibouti;Africa;Eastern Africa;1963;<5000;>=50 and <= 60;0,656;238;3770;54,4;101000
Dominica;Americas;Caribbean;1963;<5000;;0,233;108;2500;;62900
Dominican Republic;Americas;Caribbean;1963;<5000;>=50 and <= 60;0,344;142;2940;59,5;3640000
Ecuador;Americas;South America;1963;<5000;>=50 and <= 60;0,363;164;4570;59,6;4950000
Egypt;Africa;Northern Africa;1963;<5000;>=40 and < 50;0,736;284;2100;49,1;28900000
El Salvador;Americas;Central America;1963;<5000;>=50 and <= 60;0,373;175;4380;55,4;3020000
Equatorial Guinea;Africa;Middle Africa;1963;<5000;>=40 and < 50;0,0963;297;888;41,6;266000
Eritrea;Africa;Eastern Africa;1963;<5000;>=40 and < 50;;263;965;42,3;1090000
Estonia;Europe;Northern Europe;1963;>= 5000 and <20000;>60;;35,6;7300;69,7;1260000
Ethiopia;Africa;Eastern Africa;1963;<5000;>=40 and < 50;0,0177;257;690;41;23800000
Fiji;Oceania;Melanesia;1963;<5000;>60;0,555;68,5;3690;61,2;436000
Finland;Europe;Northern Europe;1963;>= 5000 and <20000;>60;4,28;22,5;11900;68,9;4530000
France;Europe;Western Europe;1963;>= 5000 and <20000;>60;6,99;24,5;13200;70,6;47600000
Gabon;Africa;Middle Africa;1963;<5000;>=40 and < 50;0,142;218;2160;45,3;518000
